x,y,z,D_020,D_040,D_260,D_280,D_300,D_320,D_340,D_360
-32,-56,5,6.489876988636363e-05,2.0234704545454543e-05,3.8517073863636355e-05,6.209224431818182e-05,5.8250301136363634e-05,7.068381818181818e-05,8.257031249999999e-05,6.574745454545455e-05
-28,-56,5,6.341706818181819e-05,1.8796113636363636e-05,3.6999318181818176e-05,6.108681818181817e-05,5.769903920454546e-05,6.900745454545454e-05,8.022421874999999e-05,6.376036363636363e-05
-24,-56,5,6.15843409090909e-05,1.742056818181818e-05,3.555420454545455e-05,6.012238636363637e-05,5.6612420454545454e-05,6.743454545454545e-05,7.847475852272728e-05,6.187581818181818e-05
-20,-56,5,5.986091761363636e-05,1.6248795454545454e-05,3.416767045454545e-05,5.83984659090909e-05,5.606772102272727e-05,6.657618181818182e-05,7.672529829545453e-05,6.0092181818181814e-05
-16,-56,5,5.9096633522727264e-05,1.5131636363636363e-05,3.3452698863636365e-05,5.750937499999999e-05,5.50428971590909e-05,6.531145454545454e-05,7.436535511363637e-05,5.842527272727273e-05
-12,-56,5,5.7438409090909085e-05,1.4173272727272726e-05,3.225215909090909e-05,5.661860795454546e-05,5.452295624999999e-05,6.407636363636363e-05,7.285742897727271e-05,5.6908000000000005e-05
-8,-56,5,5.616135511363636e-05,1.2831431818181818e-05,3.083426136363636e-05,5.521088068181817e-05,5.3742782386363624e-05,6.348709090909091e-05,7.103318181818182e-05,5.558690909090909e-05
-4,-56,5,5.583354545454545e-05,1.1772227272727271e-05,2.9910056818181822e-05,5.543823863636362e-05,5.428708806818181e-05,6.357818181818181e-05,7.124276988636362e-05,5.535018181818182e-05
0,-56,5,5.4139142045454546e-05,1.0798113636363637e-05,2.9161420454545455e-05,5.4347187499999996e-05,5.3731817045454545e-05,6.291763636363637e-05,7.032021306818182e-05,5.433334545454546e-05
4,-56,5,5.2868428977272727e-05,1.0139386363636364e-05,2.7357187499999992e-05,4.880434659090909e-05,5.126498522727271e-05,6.237236363636363e-05,7.046720170454544e-05,5.369047272727273e-05
8,-56,5,5.0673042613636355e-05,9.001681818181816e-06,2.7406534090909087e-05,4.953826704545454e-05,5.145375852272728e-05,6.0964363636363636e-05,6.806275568181817e-05,5.079258181818182e-05
12,-56,5,4.8942025568181815e-05,8.34431818181818e-06,2.730414772727272e-05,5.120184659090908e-05,5.17372346590909e-05,6.0573454545454543e-05,6.684363636363636e-05,4.923074545454546e-05
16,-56,5,4.741266477272727e-05,7.581613636363635e-06,2.692909090909091e-05,5.21803125e-05,5.121028977272727e-05,5.998090909090908e-05,6.614211647727272e-05,4.767363636363636e-05
20,-56,5,4.6743877840909084e-05,6.5817090909090906e-06,2.686735795454545e-05,5.149397727272727e-05,5.109383522727273e-05,5.977545454545453e-05,6.534420454545454e-05,4.629034545454546e-05
24,-56,5,4.652557670454545e-05,5.785547727272727e-06,2.637443181818181e-05,5.1734431818181815e-05,5.115331534090908e-05,5.9838727272727276e-05,6.397071022727272e-05,4.55312e-05
28,-56,5,4.530909375e-05,4.4643659090909085e-06,2.5896846590909088e-05,5.187568181818181e-05,5.1146633522727274e-05,5.949763636363636e-05,6.267015625e-05,4.652952727272727e-05
32,-56,5,4.284621306818182e-05,3.0182795454545456e-06,2.544346590909091e-05,5.112102272727272e-05,5.082937840909091e-05,5.926581818181818e-05,5.9967301136363624e-05,4.808078181818182e-05
36,-56,5,4.0282491477272716e-05,2.281656818181818e-06,2.5451903409090907e-05,5.120238636363636e-05,5.073739602272727e-05,5.802163636363637e-05,5.801286931818181e-05,4.805298181818182e-05
40,-56,5,3.770071875e-05,2.085175e-06,2.5136193181818183e-05,5.1358948863636364e-05,5.0315701704545444e-05,5.6253999999999994e-05,5.628575284090908e-05,4.6976745454545456e-05
-60,-52,5,8.716806818181817e-05,3.893484090909091e-05,5.326593750000001e-05,7.857536931818182e-05,6.989456250000001e-05,8.677327272727272e-05,0.00010235062499999999,8.97470909090909e-05
-56,-52,5,8.330011363636363e-05,3.6060227272727266e-05,5.191372159090909e-05,7.674088068181818e-05,6.809691477272726e-05,8.508509090909091e-05,9.990592329545454e-05,8.572436363636364e-05
-52,-52,5,7.969014204545453e-05,3.319793181818181e-05,4.954269886363636e-05,7.501769886363637e-05,6.810001704545455e-05,8.243672727272727e-05,9.768779829545454e-05,8.204145454545455e-05
-48,-52,5,7.707886363636363e-05,3.071290909090909e-05,4.734076704545455e-05,7.221900568181818e-05,6.641989772727273e-05,7.99869090909091e-05,9.444093749999998e-05,7.870872727272728e-05
-44,-52,5,7.49034971590909e-05,2.827838636363636e-05,4.625426136363636e-05,7.074139204545454e-05,6.560221022727274e-05,7.865854545454547e-05,9.247542613636362e-05,7.570927272727273e-05
-40,-52,5,7.203070738636362e-05,2.617329545454545e-05,4.42828409090909e-05,6.934903409090908e-05,6.406443749999999e-05,7.666818181818183e-05,8.972105113636363e-05,7.300600000000001e-05
-36,-52,5,7.00339346590909e-05,2.423822727272727e-05,4.243582386363636e-05,6.758519886363636e-05,6.329352272727273e-05,7.461236363636364e-05,8.784122159090908e-05,7.054636363636363e-05
-32,-52,5,6.766261363636364e-05,2.2363613636363635e-05,4.153605113636363e-05,6.635920454545454e-05,6.186898295454545e-05,7.348036363636365e-05,8.593812499999999e-05,6.827563636363637e-05
-28,-52,5,6.551526988636365e-05,2.0150613636363634e-05,3.986363636363637e-05,6.518988636363635e-05,6.113004545454545e-05,7.162163636363636e-05,8.310526988636362e-05,6.614727272727273e-05
-24,-52,5,6.464214204545454e-05,1.8649454545454546e-05,3.847349431818182e-05,6.406463068181816e-05,5.979606818181817e-05,7.059781818181817e-05,8.118352272727273e-05,6.413018181818182e-05
-20,-52,5,6.27255e-05,1.7376590909090906e-05,3.694292613636364e-05,6.211184659090909e-05,5.9079395454545434e-05,6.892636363636363e-05,7.874232954545455e-05,6.221345454545453e-05
-16,-52,5,6.134576420454545e-05,1.6170863636363636e-05,3.616164772727272e-05,6.107855113636364e-05,5.782243806818182e-05,6.737181818181817e-05,7.693470170454544e-05,6.040309090909091e-05
-12,-52,5,5.951932670454545e-05,1.516597727272727e-05,3.467903409090908e-05,6.006403409090908e-05,5.713479545454545e-05,6.654018181818182e-05,7.526778409090909e-05,5.872254545454545e-05
-8,-52,5,5.825863636363635e-05,1.4246613636363635e-05,3.3238409090909086e-05,5.8351846590909095e-05,5.601420681818182e-05,6.521018181818182e-05,7.316931818181819e-05,5.72001818181818e-05
-4,-52,5,5.686941477272726e-05,1.3257431818181817e-05,3.264005681818182e-05,5.764213068181818e-05,5.5488574431818174e-05,6.421727272727272e-05,7.209238636363636e-05,5.587072727272726e-05
0,-52,5,5.515136079545455e-05,1.2262659090909088e-05,3.159329545454545e-05,5.715210227272727e-05,5.476915738636363e-05,6.378818181818181e-05,7.089357954545454e-05,5.4728727272727266e-05
4,-52,5,5.348715340909091e-05,1.1003840909090908e-05,3.076088068181818e-05,5.633664772727272e-05,5.457521761363637e-05,6.317618181818181e-05,7.043100852272726e-05,5.325447272727272e-05
8,-52,5,5.2121505681818174e-05,9.700749999999999e-06,3.058502840909091e-05,5.607568181818181e-05,5.409016534090909e-05,6.254218181818182e-05,6.976291193181819e-05,5.188716363636363e-05
12,-52,5,5.086027840909091e-05,8.800090909090908e-06,2.9878039772727267e-05,5.606906249999998e-05,5.3787765340909075e-05,6.229927272727273e-05,6.85934659090909e-05,5.043894545454545e-05
16,-52,5,4.919596874999999e-05,8.280363636363636e-06,2.928559659090909e-05,5.588977272727272e-05,5.328386079545453e-05,6.177345454545455e-05,6.78784659090909e-05,4.8956054545454535e-05
20,-52,5,4.8033281249999987e-05,7.311613636363636e-06,2.8681874999999995e-05,5.5139062499999996e-05,5.319005284090908e-05,6.178727272727273e-05,6.664494318181818e-05,4.7563927272727276e-05
24,-52,5,4.770981818181817e-05,6.600204545454546e-06,2.874238636363636e-05,5.513818181818181e-05,5.295836079545453e-05,6.156272727272726e-05,6.588026988636364e-05,4.675554545454546e-05
28,-52,5,4.750703693181817e-05,5.550281818181817e-06,2.8117840909090904e-05,5.5182897727272716e-05,5.3020621022727265e-05,6.1212e-05,6.450382102272726e-05,4.7807909090909097e-05
32,-52,5,4.5294289772727274e-05,3.821161363636363e-06,2.7516221590909093e-05,5.4432301136363624e-05,5.266328693181817e-05,6.073690909090909e-05,6.130848011363636e-05,4.951223636363636e-05
36,-52,5,4.168976420454545e-05,2.3948772727272725e-06,2.7567784090909085e-05,5.435048295454545e-05,5.239322215909091e-05,5.864309090909091e-05,5.90587784090909e-05,4.958405454545455e-05
40,-52,5,3.8567122159090906e-05,2.1179045454545454e-06,2.708005681818181e-05,5.424022727272726e-05,5.19030153409091e-05,5.662872727272726e-05,5.721421875e-05,4.887590909090909e-05
-60,-48,5,9.134590909090908e-05,4.3488886363636365e-05,5.787803977272728e-05,8.520394886363635e-05,7.581190909090909e-05,9.129836363636363e-05,0.00010736467329545453,9.424163636363635e-05
-56,-48,5,8.810053977272727e-05,4.028406818181818e-05,5.6348636363636357e-05,8.305957386363637e-05,7.36319659090909e-05,8.944909090909091e-05,0.00010477150568181817,8.990200000000001e-05
-52,-48,5,8.409860795454544e-05,3.7060499999999995e-05,5.371142045454546e-05,8.104107954545453e-05,7.25312556818182e-05,8.65210909090909e-05,0.00010260933238636362,8.592018181818183e-05
-48,-48,5,8.149857954545453e-05,3.319688636363636e-05,5.1265e-05,7.783835227272726e-05,7.054603977272727e-05,8.380709090909092e-05,9.902620738636363e-05,8.231472727272727e-05
-44,-48,5,7.878707386363636e-05,3.0526272727272724e-05,5.0037585227272725e-05,7.612071022727271e-05,6.952539204545455e-05,8.232127272727272e-05,9.68668039772727e-05,7.907218181818181e-05
-40,-48,5,7.558540056818183e-05,2.8222954545454545e-05,4.7856278409090904e-05,7.450414772727272e-05,6.770901136363635e-05,7.988690909090909e-05,9.359169034090908e-05,7.615399999999999e-05
-36,-48,5,7.336871590909091e-05,2.610772727272727e-05,4.607485795454545e-05,7.185409090909089e-05,6.675327272727271e-05,7.854418181818182e-05,9.151316761363637e-05,7.350545454545453e-05
-32,-48,5,7.152632386363635e-05,2.4059340909090912e-05,4.4140795454545454e-05,7.045125e-05,6.508186363636363e-05,7.635527272727274e-05,8.967507102272728e-05,7.106672727272727e-05
-28,-48,5,6.908320738636363e-05,2.229727272727273e-05,4.318309659090908e-05,6.911457386363636e-05,6.41799375e-05,7.431236363636363e-05,8.656651988636363e-05,6.878781818181819e-05
-24,-48,5,6.742055965909091e-05,2.0597295454545452e-05,4.142588068181818e-05,6.686372159090908e-05,6.263202272727272e-05,7.335836363636363e-05,8.447894886363636e-05,6.663327272727273e-05
-20,-48,5,6.533838920454545e-05,1.9150454545454544e-05,3.975176136363635e-05,6.619872159090909e-05,6.17773465909091e-05,7.1532e-05,8.153215909090908e-05,6.458836363636363e-05
-16,-48,5,6.337613352272727e-05,1.7777636363636363e-05,3.890588068181817e-05,6.502619318181818e-05,6.0339323863636355e-05,6.9834e-05,7.960875e-05,6.265472727272727e-05
-12,-48,5,6.255713352272726e-05,1.664940909090909e-05,3.733360795454545e-05,6.389755681818182e-05,5.953750568181818e-05,6.893854545454546e-05,7.807829545454545e-05,6.084890909090909e-05
-8,-48,5,6.0627528409090905e-05,1.5661613636363634e-05,3.583582386363636e-05,6.19803409090909e-05,5.823910909090909e-05,6.747236363636364e-05,7.578242897727272e-05,5.918781818181818e-05
-4,-48,5,5.8722596590909085e-05,1.4681159090909089e-05,3.51653125e-05,6.105502840909091e-05,5.7569531249999995e-05,6.619090909090908e-05,7.45775284090909e-05,5.767963636363636e-05
0,-48,5,5.7280627840909084e-05,1.3383659090909088e-05,3.40709375e-05,6.03022159090909e-05,5.657376136363636e-05,6.567581818181818e-05,7.304134943181818e-05,5.6301272727272733e-05
4,-48,5,5.598396306818182e-05,1.2173772727272728e-05,3.301613636363636e-05,5.90234659090909e-05,5.617874659090909e-05,6.481254545454545e-05,7.236051136363636e-05,5.463818181818182e-05
8,-48,5,5.4537980113636365e-05,1.062990909090909e-05,3.272119318181818e-05,5.86930965909091e-05,5.555429488636364e-05,6.45530909090909e-05,7.1735625e-05,5.329025454545454e-05
12,-48,5,5.2663039772727274e-05,9.24515909090909e-06,3.202045454545455e-05,5.847954545454546e-05,5.5319273863636355e-05,6.41390909090909e-05,7.053848011363636e-05,5.1890218181818186e-05
16,-48,5,5.058173863636364e-05,8.651795454545454e-06,3.147653409090909e-05,5.7739375e-05,5.488653068181818e-05,6.367527272727273e-05,6.985764204545454e-05,5.044105454545455e-05
20,-48,5,4.965471306818181e-05,8.32090909090909e-06,3.1012471590909085e-05,5.7795852272727264e-05,5.533544147727271e-05,6.382109090909091e-05,6.864184659090909e-05,4.902407272727273e-05
24,-48,5,4.9748957386363626e-05,7.648590909090909e-06,3.108678977272727e-05,5.802900568181818e-05,5.530701988636363e-05,6.370090909090908e-05,6.787311079545455e-05,4.8314054545454544e-05
28,-48,5,4.9050127840909096e-05,7.2682499999999986e-06,3.0653892045454545e-05,5.837605113636364e-05,5.5410051136363644e-05,6.313963636363635e-05,6.587805397727272e-05,4.922307272727273e-05
32,-48,5,4.722415056818181e-05,5.3068590909090895e-06,3.0104460227272723e-05,5.760085227272727e-05,5.472140624999999e-05,6.174054545454546e-05,6.277855113636363e-05,5.095950909090909e-05
36,-48,5,4.369579261363636e-05,3.6632886363636368e-06,3.005247159090909e-05,5.736448863636364e-05,5.382365625e-05,5.929018181818182e-05,6.098403409090909e-05,5.089638181818182e-05
40,-48,5,4.060541761363636e-05,2.4303999999999996e-06,2.9406562499999995e-05,5.697809659090909e-05,5.268905965909091e-05,5.790272727272726e-05,5.907779829545455e-05,5.0548454545454544e-05
-60,-44,5,9.703406249999999e-05,4.7162909090909085e-05,6.291448863636362e-05,9.155624999999999e-05,8.117406818181816e-05,9.604800000000001e-05,0.0001132994318181818,9.919818181818182e-05
-56,-44,5,9.382039772727271e-05,4.369329545454545e-05,6.119042613636362e-05,9.012017045454545e-05,7.963939772727272e-05,9.402818181818182e-05,0.00011047137784090908,9.4526e-05
-52,-44,5,9.038582386363637e-05,4.018125e-05,5.825170454545455e-05,8.777272727272726e-05,7.824755113636362e-05,9.077690909090908e-05,0.00010634147727272727,9.022163636363636e-05
-48,-44,5,8.616605113636363e-05,3.7133e-05,5.588593749999999e-05,8.411616477272726e-05,7.58488977272727e-05,8.926e-05,0.00010389068181818181,8.631563636363636e-05
-44,-44,5,8.315130681818181e-05,3.4291045454545456e-05,5.333127840909091e-05,8.211184659090908e-05,7.454928409090908e-05,8.63450909090909e-05,0.00010176340909090909,8.280181818181819e-05
-40,-44,5,8.063769886363636e-05,3.1491045454545456e-05,5.2039289772727265e-05,8.022340909090908e-05,7.235800568181818e-05,8.362327272727273e-05,9.8141875e-05,7.964254545454546e-05
-36,-44,5,7.732048295454544e-05,2.908681818181818e-05,4.976008522727272e-05,7.720261363636362e-05,7.115408522727273e-05,8.211781818181818e-05,9.585579545454544e-05,7.678090909090908e-05
-32,-44,5,7.505041193181817e-05,2.6750977272727267e-05,4.762556818181818e-05,7.557343749999999e-05,6.915813068181818e-05,7.969218181818182e-05,9.239971590909089e-05,7.4154e-05
-28,-44,5,7.233445738636362e-05,2.475540909090909e-05,4.655230113636363e-05,7.402735795454545e-05,6.804584659090909e-05,7.744363636363636e-05,9.011899147727271e-05,7.170763636363637e-05
-24,-44,5,6.98875568181818e-05,2.2825522727272724e-05,4.4621193181818177e-05,7.148477272727272e-05,6.622648295454544e-05,7.622509090909089e-05,8.814775568181818e-05,6.940199999999998e-05
-20,-44,5,6.89322784090909e-05,2.0568045454545452e-05,4.2796392045454546e-05,7.012204545454545e-05,6.520094318181817e-05,7.424472727272727e-05,8.493911931818181e-05,6.721799999999999e-05
-16,-44,5,6.677583238636364e-05,1.9141113636363633e-05,4.188409090909091e-05,6.882011363636363e-05,6.35448068181818e-05,7.31989090909091e-05,8.287684659090908e-05,6.515418181818181e-05
-12,-44,5,6.473308806818181e-05,1.779652272727273e-05,4.041511363636363e-05,6.758397727272727e-05,6.261448295454545e-05,7.166400000000001e-05,8.014167613636363e-05,6.322036363636364e-05
-8,-44,5,6.32487784090909e-05,1.6703522727272724e-05,3.8815625e-05,6.5503125e-05,6.114209659090909e-05,7.008854545454545e-05,7.858389204545453e-05,6.142363636363637e-05
-4,-44,5,6.125254261363636e-05,1.5674772727272725e-05,3.8078153409090915e-05,6.495298295454546e-05,6.035996590909091e-05,6.936163636363636e-05,7.741112215909092e-05,5.976199999999999e-05
0,-44,5,6.0352900568181816e-05,1.4794681818181818e-05,3.670218749999999e-05,6.403531249999999e-05,5.9166963068181805e-05,6.811163636363636e-05,7.56334090909091e-05,5.821581818181818e-05
4,-44,5,5.8295531249999995e-05,1.3789068181818182e-05,3.5491988636363635e-05,6.244426136363637e-05,5.862243068181819e-05,6.706636363636364e-05,7.48029971590909e-05,5.6373818181818165e-05
8,-44,5,5.6289937499999984e-05,1.2568818181818182e-05,3.445872159090909e-05,6.190840909090907e-05,5.778313465909092e-05,6.671400000000001e-05,7.342802556818181e-05,5.4953454545454546e-05
12,-44,5,5.472802840909091e-05,1.0733545454545453e-05,3.420178977272727e-05,6.155605113636364e-05,5.7484755681818174e-05,6.596690909090909e-05,7.270102272727271e-05,5.35448909090909e-05
16,-44,5,5.3219863636363636e-05,9.247068181818183e-06,3.35003125e-05,6.0676761363636355e-05,5.704035511363637e-05,6.545399999999999e-05,7.199821022727273e-05,5.210418181818182e-05
20,-44,5,5.123986363636363e-05,8.989454545454544e-06,3.301272727272727e-05,6.087227272727273e-05,5.717653295454546e-05,6.561927272727271e-05,7.072904829545453e-05,5.0653090909090915e-05
24,-44,5,5.2475982954545465e-05,8.843386363636363e-06,3.3254687499999994e-05,6.139417613636363e-05,5.729222386363635e-05,6.558690909090908e-05,7.019963068181818e-05,5.059252727272727e-05
28,-44,5,5.134073011363635e-05,8.305477272727273e-06,3.27984659090909e-05,6.0832897727272724e-05,5.746618977272726e-05,6.479454545454545e-05,6.706098011363637e-05,5.127132727272727e-05
32,-44,5,4.92710625e-05,6.237272727272726e-06,3.224627840909091e-05,6.061230113636364e-05,5.626180397727272e-05,6.224418181818182e-05,6.478671875e-05,5.283681818181818e-05
36,-44,5,4.650542897727273e-05,4.6203113636363634e-06,3.2111193181818176e-05,5.993588068181818e-05,5.421416079545454e-05,6.0404000000000006e-05,6.304113636363636e-05,5.212172727272727e-05
40,-44,5,4.293365625e-05,3.2832750000000003e-06,3.147039772727272e-05,5.914906249999999e-05,5.2965818181818186e-05,5.9496e-05,6.12890909090909e-05,5.168321818181818e-05
-60,-40,5,0.00010495355113636363,5.282911363636363e-05,6.89540909090909e-05,9.961903409090909e-05,8.802639204545453e-05,0.00010316181818181819,0.00011951173295454543,0.00010603999999999998
-56,-40,5,9.984707386363635e-05,4.899906818181818e-05,6.548687499999999e-05,9.68494318181818e-05,8.50768465909091e-05,9.935563636363635e-05,0.00011679890624999999,0.00010097309090909091
-52,-40,5,9.609571022727273e-05,4.507065909090908e-05,6.368349431818181e-05,9.421051136363635e-05,8.34309715909091e-05,9.575345454545453e-05,0.00011227180397727272,9.625236363636363e-05
-48,-40,5,9.142184659090909e-05,4.16605e-05,6.060704545454545e-05,9.013011363636364e-05,8.066135795454543e-05,9.374727272727273e-05,0.00010958279829545453,9.19409090909091e-05
-44,-40,5,8.839303977272727e-05,3.8460318181818174e-05,5.7755681818181814e-05,8.785369318181817e-05,7.911201136363635e-05,9.051236363636365e-05,0.00010547782670454544,8.805109090909091e-05
-40,-40,5,8.526528409090909e-05,3.4143795454545455e-05,5.6300852272727265e-05,8.659801136363635e-05,7.657888636363636e-05,8.749690909090908e-05,0.00010294670454545454,8.455199999999999e-05
-36,-40,5,8.154767045454545e-05,3.150479545454545e-05,5.37678125e-05,8.315267045454546e-05,7.515363068181818e-05,8.605181818181819e-05,0.00010070549715909092,8.138672727272728e-05
-32,-40,5,7.82209943181818e-05,2.89290909090909e-05,5.140650568181817e-05,8.126372159090908e-05,7.28641534090909e-05,8.337727272727273e-05,9.688748579545453e-05,7.848909090909091e-05
-28,-40,5,7.68906818181818e-05,2.6735818181818175e-05,5.021221590909091e-05,7.947923295454545e-05,7.156716477272728e-05,8.193145454545455e-05,9.438904829545453e-05,7.580018181818182e-05
-24,-40,5,7.40788721590909e-05,2.4614772727272724e-05,4.836011363636363e-05,7.66025284090909e-05,6.950355681818182e-05,7.959945454545453e-05,9.076936079545453e-05,7.327472727272727e-05
-20,-40,5,7.220219318181817e-05,2.2809250000000002e-05,4.634937499999999e-05,7.504713068181817e-05,6.832982386363636e-05,7.745345454545454e-05,8.84188352272727e-05,7.088781818181817e-05
-16,-40,5,6.984291477272728e-05,2.116538636363636e-05,4.5347102272727266e-05,7.357357954545455e-05,6.647800568181818e-05,7.634436363636364e-05,8.649875000000001e-05,6.863181818181818e-05
-12,-40,5,6.764366761363635e-05,1.9586522727272727e-05,4.3521022727272726e-05,7.218485795454546e-05,6.543277840909091e-05,7.447745454545455e-05,8.353183238636364e-05,6.651054545454545e-05
-8,-40,5,6.676171874999998e-05,1.827006818181818e-05,4.180948863636363e-05,6.987616477272726e-05,6.380181818181819e-05,7.277236363636363e-05,8.184626420454545e-05,6.452400000000001e-05
-4,-40,5,6.46344971590909e-05,1.705984090909091e-05,4.021957386363636e-05,6.872136363636364e-05,6.291934090909091e-05,7.19750909090909e-05,7.960985795454545e-05,6.266563636363636e-05
0,-40,5,6.250453977272727e-05,1.6085909090909088e-05,3.952744318181818e-05,6.769582386363635e-05,6.156519886363636e-05,7.056927272727273e-05,7.849968749999999e-05,6.0917454545454546e-05
4,-40,5,6.0795869318181815e-05,1.5148022727272727e-05,3.818511363636364e-05,6.591196022727272e-05,6.090167045454544e-05,6.960090909090908e-05,7.75878409090909e-05,5.884636363636363e-05
